Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Age,Item_Price_Per_Visibility
FDR12,12.277108208955225,Regular,0.055213281,Baking Goods,172.4764,OUT019,1985,Small,Tier 1,Grocery Store,687.1056,39,3118.173373226585
FDS25,6.885,Regular,0.1408005,Canned,111.4228,OUT017,2007,Small,Tier 2,Supermarket Type1,2984.1156,17,790.7906643340514
NCL05,13.14231395348837,Low Fat,0.047665717,Health and Hygiene,42.177,OUT027,1985,Medium,Tier 3,Supermarket Type3,1255.033,39,882.9973179299286
NCI30,20.25,Low Fat,0.059268885,Household,246.446,OUT017,2007,Small,Tier 2,Supermarket Type1,3695.19,17,4151.096992978729
FDJ26,15.3,Regular,0.084937098,Canned,214.0218,OUT045,2002,Small,Tier 2,Supermarket Type1,1068.609,22,2516.805077238172
FDA56,9.21,Low Fat,0.008778413,Fruits and Vegetables,122.4414,OUT049,1999,Medium,Tier 1,Supermarket Type1,1583.9382,25,13790.910605307503
FDM33,15.6,Low Fat,0.0,Snack Foods,220.4798,OUT018,2009,Medium,Tier 3,Supermarket Type2,661.1394,15,2204798.0
FDP04,15.35,Low Fat,0.013834247,Frozen Foods,62.7168,OUT049,1999,Medium,Tier 1,Supermarket Type1,958.752,25,4500.9105981830235
FDR55,12.15,Regular,0.132351411,Fruits and Vegetables,190.3872,OUT045,2002,Small,Tier 2,Supermarket Type1,2836.308,22,1437.4116407110228
NCZ54,13.384736495388667,Low Fat,0.082955719,Household,164.0552,OUT027,1985,Medium,Tier 3,Supermarket Type3,5523.4768,39,1975.242668117773
NCA53,11.395,Low Fat,0.009893817,Health and Hygiene,50.3034,OUT049,1999,Medium,Tier 1,Supermarket Type1,972.068,25,5033.45218348505
FDL20,17.1,Low Fat,0.0,Fruits and Vegetables,111.9886,OUT046,1997,Small,Tier 1,Supermarket Type1,3002.0922,27,1119886.0
FDT26,18.85,Regular,0.067940657,Dairy,119.044,OUT035,2004,Small,Tier 2,Supermarket Type1,1198.44,20,1749.6009775449404
NCZ06,19.6,Low Fat,0.094161662,Household,251.9698,OUT046,1997,Small,Tier 1,Supermarket Type1,4566.0564,27,2673.088874668898
FDA04,11.3,Regular,0.067107448,Frozen Foods,258.1962,OUT017,2007,Small,Tier 2,Supermarket Type1,4402.9354,17,3841.7795599083
FDD29,12.867061281337046,Low Fat,0.018321361,Frozen Foods,255.3698,OUT027,1985,Medium,Tier 3,Supermarket Type3,4819.7262,39,13862.699938403031
FDS56,5.785,Regular,0.038756864,Fruits and Vegetables,260.7252,OUT046,1997,Small,Tier 1,Supermarket Type1,6033.4796,27,6709.887859195223
FDT07,5.82,Regular,0.077254736,Fruits and Vegetables,257.633,OUT013,1987,High,Tier 3,Supermarket Type1,1537.998,37,3330.5394513918313
FDT58,9.0,Low Fat,0.08630486,Snack Foods,168.0816,OUT018,2009,Medium,Tier 3,Supermarket Type2,2181.1608,15,1945.2794669188747
FDJ10,12.987879554655873,Regular,0.128876537,Snack Foods,139.1838,OUT027,1985,Medium,Tier 3,Supermarket Type3,4916.933,39,1079.1404641295337
FDN25,7.895,Regular,0.061163967,Breakfast,59.2588,OUT035,2004,Small,Tier 2,Supermarket Type1,801.6232,20,967.2700430907453
DRC27,13.8,Low Fat,0.058220302,Dairy,247.4802,OUT045,2002,Small,Tier 2,Supermarket Type1,1474.0812,22,4243.465680270311
FDA38,5.44,Low Fat,0.025519534,Dairy,238.7538,OUT049,1999,Medium,Tier 1,Supermarket Type1,3605.307,25,9319.209318951704
FDM56,16.7,Low Fat,0.070133177,Fruits and Vegetables,109.8912,OUT013,1987,High,Tier 3,Supermarket Type1,873.5296,37,1564.6622393288571
NCI43,19.85,Low Fat,0.025947095,Household,46.9376,OUT013,1987,High,Tier 3,Supermarket Type1,575.2512,37,1802.0282108235103
FDP36,10.395,Regular,0.091688111,Baking Goods,49.0008,OUT017,2007,Small,Tier 2,Supermarket Type1,860.2136,17,533.8469161872173
DRK49,11.847459893048129,Low Fat,0.0,Soft Drinks,40.5138,OUT019,1985,Small,Tier 1,Grocery Store,40.6138,39,405138.0
FDW32,13.224769381746812,Regular,0.165101585,Fruits and Vegetables,87.7882,OUT019,1985,Small,Tier 1,Grocery Store,515.3292,39,531.40047052212
NCW18,15.1,Low Fat,0.059417055,Household,237.9248,OUT049,1999,Medium,Tier 1,Supermarket Type1,2133.2232,25,3997.590270553541
FDQ44,20.5,Low Fat,0.036287517,Fruits and Vegetables,121.2756,OUT018,2009,Medium,Tier 3,Supermarket Type2,2181.1608,15,3332.890232658634
FDL45,15.6,Low Fat,0.037764269,Snack Foods,124.9704,OUT045,2002,Small,Tier 2,Supermarket Type1,2253.0672,22,3300.483630094641
DRB48,16.75,Regular,0.024848788,Soft Drinks,39.9822,OUT035,2004,Small,Tier 2,Supermarket Type1,746.3618,20,1602.5708343026522
FDQ34,10.85,Low Fat,0.162903525,Snack Foods,104.9622,OUT018,2009,Medium,Tier 3,Supermarket Type2,1482.0708,15,643.9259519080953
FDH17,16.2,Regular,0.016747538,Frozen Foods,98.6726,OUT017,2007,Small,Tier 2,Supermarket Type1,1272.3438,17,5856.796405504472
FDN08,7.72,Regular,0.147904328,Fruits and Vegetables,116.6466,OUT010,1998,Small,Tier 3,Grocery Store,117.8466,26,788.1296552354876
FDK57,12.987879554655873,Low Fat,0.079904068,Snack Foods,120.044,OUT027,1985,Medium,Tier 3,Supermarket Type3,4434.228,39,1500.4737009123087
FDK10,5.785,Regular,0.040325274,Snack Foods,180.466,OUT013,1987,High,Tier 3,Supermarket Type1,719.064,37,4464.187428884217
FDL39,13.42606890459364,Regular,0.06302467,Dairy,181.6318,OUT027,1985,Medium,Tier 3,Supermarket Type3,1263.0226,39,2877.3504875352214
FDP25,15.2,Low Fat,0.021203509,Canned,216.3824,OUT035,2004,Small,Tier 2,Supermarket Type1,6114.7072,20,10157.124819202321
FDC05,13.1,Regular,0.098765906,Frozen Foods,196.3768,OUT035,2004,Small,Tier 2,Supermarket Type1,2167.8448,20,1986.2944461359612
FDA39,6.32,Low Fat,0.012707362,Meat,41.0822,OUT013,1987,High,Tier 3,Supermarket Type1,942.7728,37,3207.701945178094
FDZ10,17.85,Low Fat,0.04442649,Snack Foods,124.902,OUT013,1987,High,Tier 3,Supermarket Type1,1897.53,37,2805.1166844725467
FDK08,13.224769381746812,Regular,0.121712459,Fruits and Vegetables,101.2016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2631.2416,39,830.7984325314376
DRD24,13.85,Low Fat,0.030769458,Soft Drinks,141.7154,OUT013,1987,High,Tier 3,Supermarket Type1,2978.1234,37,4590.79650831576
DRG48,5.78,Low Fat,0.014614357,Soft Drinks,147.3102,OUT018,2009,Medium,Tier 3,Supermarket Type2,2332.9632,15,10011.324314069587
FDH52,12.867061281337046,Regular,0.076868664,Frozen Foods,62.1194,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,39,807.0739021792036
FDS25,6.885,Regular,0.140292495,Canned,108.5228,OUT045,2002,Small,Tier 2,Supermarket Type1,1989.4104,22,772.9957359900187
NCH43,8.42,Low Fat,0.070555571,Household,216.0192,OUT035,2004,Small,Tier 2,Supermarket Type1,2372.9112,20,3057.3555197791834
DRK01,7.63,Low Fat,0.061409711,Soft Drinks,94.6436,OUT017,2007,Small,Tier 2,Supermarket Type1,1607.2412,17,1538.6773642945584
FDD59,10.5,Regular,0.066555152,Starchy Foods,80.896,OUT017,2007,Small,Tier 2,Supermarket Type1,958.752,17,1213.6496215626362
FDB27,7.575,Low Fat,0.092711708,Dairy,197.7768,OUT010,1998,Small,Tier 3,Grocery Store,197.0768,26,2130.9466689267265
FDO22,13.5,Regular,0.017844609,Snack Foods,81.396,OUT013,1987,High,Tier 3,Supermarket Type1,1198.44,37,4535.958403997546
FDD35,12.15,Low Fat,0.025916883,Starchy Foods,120.244,OUT045,2002,Small,Tier 2,Supermarket Type1,2277.036,22,4621.768103427301
FDR01,5.405,Regular,0.053611144,Canned,197.7742,OUT035,2004,Small,Tier 2,Supermarket Type1,796.2968,20,3682.1818578282378
NCB31,13.384736495388667,Low Fat,0.207783483,Household,262.291,OUT019,1985,Small,Tier 1,Grocery Store,525.982,39,1261.7212113960975
FDC35,7.435,Low Fat,0.122837694,Starchy Foods,208.7638,OUT046,1997,Small,Tier 1,Supermarket Type1,3105.957,27,1698.1268576584819
FDS23,4.635,Low Fat,0.141174838,Breads,127.0994,OUT045,2002,Small,Tier 2,Supermarket Type1,2826.9868,22,899.6605609273465
FDC33,8.96,Regular,0.069078149,Fruits and Vegetables,197.7768,OUT045,2002,Small,Tier 2,Supermarket Type1,3153.2288,22,2858.949001367469
NCF18,18.35,Low Fat,0.089345074,Household,191.9504,OUT018,2009,Medium,Tier 3,Supermarket Type2,5369.0112,15,2146.014212029161
FDM36,11.65,Regular,0.058822142,Baking Goods,173.5422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3448.844,25,2945.2798915558774
FDJ53,10.5,Low Fat,0.071368699,Frozen Foods,121.3098,OUT049,1999,Medium,Tier 1,Supermarket Type1,1446.1176,25,1697.3836336379932
NCL17,7.39,Low Fat,0.068055818,Health and Hygiene,140.7812,OUT018,2009,Medium,Tier 3,Supermarket Type2,1567.2932,15,2065.5786128192312
FDW27,12.81734421364985,Regular,0.150122794,Meat,154.5314,OUT027,1985,Medium,Tier 3,Supermarket Type3,1396.1826,39,1028.6814396488992
FDA32,14.0,Low Fat,0.030094192,Fruits and Vegetables,215.7192,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.596,27,7144.393862236818
FDA03,18.5,Regular,0.076097035,Dairy,145.8102,OUT010,1998,Small,Tier 3,Grocery Store,291.6204,26,1913.594144444072
FDW09,13.65,Regular,0.025973384,Snack Foods,79.6302,OUT045,2002,Small,Tier 2,Supermarket Type1,554.6114,22,3054.0799767302938
FDN09,14.15,Low Fat,0.0,Snack Foods,244.1828,OUT045,2002,Small,Tier 2,Supermarket Type1,731.0484,22,2441827.9999999995
FDM08,10.1,Regular,0.053887301,Fruits and Vegetables,225.6088,OUT017,2007,Small,Tier 2,Supermarket Type1,4250.4672,17,4178.923484246786
FDX01,10.1,Low Fat,0.024262772,Canned,117.615,OUT018,2009,Medium,Tier 3,Supermarket Type2,1514.695,15,4827.652616869706
DRO35,13.85,Low Fat,0.034624104,Hard Drinks,115.0492,OUT049,1999,Medium,Tier 1,Supermarket Type1,4054.722,25,3313.2373984365436
FDS31,13.1,Regular,0.044281996,Fruits and Vegetables,178.5318,OUT045,2002,Small,Tier 2,Supermarket Type1,3067.3406,22,4022.617639819534
NCM53,18.75,Low Fat,0.052121825,Health and Hygiene,104.828,OUT049,1999,Medium,Tier 1,Supermarket Type1,2343.616,25,2007.3599495996168
FDI16,14.0,Regular,0.135662712,Frozen Foods,52.064,OUT013,1987,High,Tier 3,Supermarket Type1,852.224,37,383.49263382422714
DRF36,16.1,Low Fat,0.023613955,Soft Drinks,192.8846,OUT049,1999,Medium,Tier 1,Supermarket Type1,5350.3688,25,8133.801384037374
FDW49,12.305705009276435,Low Fat,0.082152451,Canned,179.9002,OUT027,1985,Medium,Tier 3,Supermarket Type3,4119.3046,39,2187.171297789047
FDB58,12.987879554655873,Regular,0.02363057,Snack Foods,141.7154,OUT019,1985,Small,Tier 1,Grocery Store,425.4462,39,5971.849812288538
NCJ18,12.35,Low Fat,0.164274416,Household,119.8124,OUT045,2002,Small,Tier 2,Supermarket Type1,2133.2232,22,728.899319709218
FDL51,20.7,Regular,0.047587685,Dairy,215.0876,OUT045,2002,Small,Tier 2,Supermarket Type1,5145.3024,22,4510.338465790487
FDS03,7.825,Low Fat,0.079952983,Meat,62.7826,OUT018,2009,Medium,Tier 3,Supermarket Type2,1162.4868,15,784.2630923572204
NCO54,13.384736495388667,Low Fat,0.024992442,Household,53.6614,OUT019,1985,Small,Tier 1,Grocery Store,165.7842,39,2138.548332601506
FDA48,12.1,Low Fat,0.115107028,Baking Goods,222.0114,OUT045,2002,Small,Tier 2,Supermarket Type1,3547.3824,22,1927.0647273359052
NCK06,13.384736495388667,Low Fat,0.008604657,Household,123.1756,OUT027,1985,Medium,Tier 3,Supermarket Type3,1211.756,39,14150.540337201111
NCZ54,14.65,Low Fat,0.083528446,Household,162.4552,OUT045,2002,Small,Tier 2,Supermarket Type1,2274.3728,22,1942.5830297025964
FDW39,12.81734421364985,Regular,0.036731658,Meat,177.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,4763.799,39,4812.08312696648
FDI09,20.75,Regular,0.129337594,Seafood,238.188,OUT046,1997,Small,Tier 1,Supermarket Type1,5033.448,27,1840.1763555648292
NCO02,11.15,Low Fat,0.0,Others,65.0142,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.5414,25,650142.0
DRF13,12.1,Low Fat,0.029827665,Soft Drinks,144.3444,OUT049,1999,Medium,Tier 1,Supermarket Type1,2612.5992,25,4823.109320423094
FDK25,11.6,Regular,0.157718931,Breakfast,168.3474,OUT017,2007,Small,Tier 2,Supermarket Type1,4548.0798,17,1066.7123325021128
FDZ38,17.6,Low Fat,0.008046275,Dairy,173.7422,OUT017,2007,Small,Tier 2,Supermarket Type1,5863.0348,17,21327.809336168986
NCQ42,13.384736495388667,Low Fat,0.068753558,Household,127.9678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,39,1858.5502872632956
FDM14,12.305705009276435,Low Fat,0.013199737,Canned,108.9254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2713.135,39,8190.0416527033585
FDC20,10.65,Low Fat,0.023971463,Fruits and Vegetables,54.0272,OUT046,1997,Small,Tier 1,Supermarket Type1,447.4176,27,2244.450202299711
FDW32,18.35,Regular,0.09468096,Fruits and Vegetables,86.2882,OUT018,2009,Medium,Tier 3,Supermarket Type2,1631.8758,15,910.3959276209061
FDQ19,7.35,Regular,0.014394261,Fruits and Vegetables,241.3512,OUT045,2002,Small,Tier 2,Supermarket Type1,5331.7264,22,16651.50089404351
FDE08,18.2,Low Fat,0.049396364,Fruits and Vegetables,146.4734,OUT049,1999,Medium,Tier 1,Supermarket Type1,3563.3616,25,2959.2759581289647
FDC29,8.39,Regular,0.024243294,Frozen Foods,116.0176,OUT049,1999,Medium,Tier 1,Supermarket Type1,1603.2464,25,4765.895691848441
FDV50,14.3,Low Fat,0.122469209,Dairy,121.973,OUT013,1987,High,Tier 3,Supermarket Type1,2709.806,37,995.1357359253252
FDF11,10.195,Regular,0.017730951,Starchy Foods,239.8538,OUT017,2007,Small,Tier 2,Supermarket Type1,4086.0146,17,13451.542769648127
FDN09,14.15,Low Fat,0.035016754,Snack Foods,245.3828,OUT018,2009,Medium,Tier 3,Supermarket Type2,1705.7796,15,6987.627615012481
DRG37,16.2,Low Fat,0.019417732,Soft Drinks,153.7972,OUT045,2002,Small,Tier 2,Supermarket Type1,1402.1748,22,7879.870468556491
NCV06,13.384736495388667,Low Fat,0.066358426,Household,195.2478,OUT027,1985,Medium,Tier 3,Supermarket Type3,7168.6686,39,2937.893834560572
DRJ13,12.65,Low Fat,0.105265475,Soft Drinks,159.9578,OUT010,1998,Small,Tier 3,Grocery Store,962.7468,26,1518.1234650154615
DRF25,11.847459893048129,Low Fat,0.038736754,Soft Drinks,37.319,OUT027,1985,Medium,Tier 3,Supermarket Type3,1281.665,39,960.9196484340581
FDE53,10.895,Low Fat,0.044991876,Frozen Foods,107.228,OUT010,1998,Small,Tier 3,Grocery Store,426.112,26,2377.989330051382
FDS08,5.735,Low Fat,0.05696122,Fruits and Vegetables,176.337,OUT046,1997,Small,Tier 1,Supermarket Type1,1764.37,27,3090.3124749172903
FDO23,17.85,Low Fat,0.147255604,Breads,93.7436,OUT017,2007,Small,Tier 2,Supermarket Type1,1701.7848,17,636.1726154642887
FDT07,5.82,Regular,0.077319079,Fruits and Vegetables,255.433,OUT046,1997,Small,Tier 1,Supermarket Type1,4357.661,27,3299.3546719924166
NCX29,10.0,Low Fat,0.089135671,Health and Hygiene,146.9102,OUT035,2004,Small,Tier 2,Supermarket Type1,3207.8244,20,1646.3169756408286
FDG22,17.6,Regular,0.041373331,Snack Foods,38.119,OUT035,2004,Small,Tier 2,Supermarket Type1,732.38,20,919.1207718521572
DRJ47,11.400327868852456,Low Fat,0.04403602,Hard Drinks,173.308,OUT027,1985,Medium,Tier 3,Supermarket Type3,6751.212,39,3926.6793879466245
FDL43,10.1,Low Fat,0.027041859,Meat,77.567,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,37,2857.8366721306743
FDZ43,13.224769381746812,Regular,0.056782237,Fruits and Vegetables,241.2512,OUT027,1985,Medium,Tier 3,Supermarket Type3,8239.9408,39,4241.239668545384
FDZ21,17.6,Regular,0.03922186,Snack Foods,97.241,OUT046,1997,Small,Tier 1,Supermarket Type1,193.082,27,2472.950160546831
FDJ50,8.645,Low Fat,0.021581922,Canned,53.3982,OUT035,2004,Small,Tier 2,Supermarket Type1,1209.7586,20,2462.7982703747393
FDV35,19.5,Low Fat,0.128206001,Breads,155.9314,OUT046,1997,Small,Tier 1,Supermarket Type1,3878.285,27,1215.3087056310017
FDW56,7.68,Low Fat,0.071301323,Fruits and Vegetables,190.8162,OUT017,2007,Small,Tier 2,Supermarket Type1,2693.8268,17,2672.4462794617966
DRL35,15.7,Low Fat,0.030765898,Hard Drinks,43.277,OUT045,2002,Small,Tier 2,Supermarket Type1,649.155,22,1402.0975511549996
FDR01,5.405,Regular,0.053730029,Canned,199.0742,OUT045,2002,Small,Tier 2,Supermarket Type1,4777.7808,22,3698.1997538957294
FDS24,20.85,Regular,0.062350672,Baking Goods,86.9514,OUT045,2002,Small,Tier 2,Supermarket Type1,1416.8224,22,1392.3212867909572
NCL17,7.39,Low Fat,0.068163102,Health and Hygiene,140.4812,OUT017,2007,Small,Tier 2,Supermarket Type1,2422.1804,17,2057.9375370313523
FDS13,6.465,Low Fat,0.0,Canned,263.1884,OUT018,2009,Medium,Tier 3,Supermarket Type2,2914.8724,15,2631884.0
FDB59,18.25,Low Fat,0.015309885,Snack Foods,197.6084,OUT045,2002,Small,Tier 2,Supermarket Type1,2380.9008,22,12823.483108407363
FDW26,13.42606890459364,Regular,0.106538757,Dairy,222.3772,OUT027,1985,Medium,Tier 3,Supermarket Type3,1556.6404,39,2085.331883604007
FDQ12,12.277108208955225,Low Fat,0.061999648,Baking Goods,230.001,OUT019,1985,Small,Tier 1,Grocery Store,689.103,39,3703.740800591978
FDX59,10.195,Low Fat,0.051618281,Breads,31.9558,OUT013,1987,High,Tier 3,Supermarket Type1,373.5138,37,617.8820985948855
FDL36,15.1,Low Fat,0.076505799,Baking Goods,91.583,OUT017,2007,Small,Tier 2,Supermarket Type1,539.298,17,1195.51001615426
FDQ55,13.65,Regular,0.013091186,Fruits and Vegetables,114.8834,OUT018,2009,Medium,Tier 3,Supermarket Type2,1612.5676,15,8709.10318450517
FDV46,12.987879554655873,Low Fat,0.022074764,Snack Foods,141.418,OUT019,1985,Small,Tier 1,Grocery Store,559.272,39,6377.429766558057
FDM28,12.867061281337046,Low Fat,0.079146113,Frozen Foods,181.466,OUT019,1985,Small,Tier 1,Grocery Store,179.766,39,2289.904111763816
FDT40,5.985,Low Fat,0.096337184,Frozen Foods,125.2678,OUT017,2007,Small,Tier 2,Supermarket Type1,763.0068,17,1298.9574643739077
DRJ11,9.5,Low Fat,0.142425145,Hard Drinks,189.9872,OUT010,1998,Small,Tier 3,Grocery Store,756.3488,26,1333.008291273796
FDD51,11.15,Low Fat,0.0,Dairy,44.7744,OUT045,2002,Small,Tier 2,Supermarket Type1,181.0976,22,447744.0
NCT17,13.14231395348837,Low Fat,0.041663111,Health and Hygiene,188.6214,OUT027,1985,Medium,Tier 3,Supermarket Type3,6029.4848,39,4516.459513756051
NCW17,18.0,Low Fat,0.019386234,Health and Hygiene,126.8994,OUT046,1997,Small,Tier 1,Supermarket Type1,3083.9856,27,6512.25885925418
NCY29,13.14231395348837,Low Fat,0.135226962,Health and Hygiene,56.293,OUT019,1985,Small,Tier 1,Grocery Store,113.186,39,415.97771181769383
DRH36,16.2,Low Fat,0.0,Soft Drinks,73.4696,OUT013,1987,High,Tier 3,Supermarket Type1,2087.9488,37,734696.0
FDB17,13.15,Low Fat,0.036729122,Frozen Foods,179.7976,OUT049,1999,Medium,Tier 1,Supermarket Type1,2535.3664,25,4881.940981378811
NCA17,20.6,Low Fat,0.045380404,Health and Hygiene,148.4392,OUT013,1987,High,Tier 3,Supermarket Type1,1789.6704,37,3263.805660125622
FDT27,11.395,Regular,0.069587171,Meat,234.6616,OUT046,1997,Small,Tier 1,Supermarket Type1,4687.232,27,3367.3572428417274
FDR32,6.78,Regular,0.08573655,Fruits and Vegetables,229.5694,OUT013,1987,High,Tier 3,Supermarket Type1,3425.541,37,2674.4947228191254
FDG41,8.84,Regular,0.076681143,Frozen Foods,110.7228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1657.842,25,1442.0571988619656
FDX25,16.7,Low Fat,0.102055777,Canned,184.0292,OUT046,1997,Small,Tier 1,Supermarket Type1,3101.2964,27,1801.4566126788893
FDG56,13.3,Regular,0.071856726,Fruits and Vegetables,63.2536,OUT017,2007,Small,Tier 2,Supermarket Type1,1347.5792,17,879.050556024464
FDN16,12.6,Regular,0.063054947,Frozen Foods,102.399,OUT017,2007,Small,Tier 2,Supermarket Type1,2270.378,17,1621.3931744729355
FDD47,7.6,Regular,0.142383847,Starchy Foods,172.3448,OUT035,2004,Small,Tier 2,Supermarket Type1,2556.672,20,1209.5743035349124
FDR12,12.6,Regular,0.03150851,Baking Goods,170.5764,OUT013,1987,High,Tier 3,Supermarket Type1,3779.0808,37,5396.534034663449
FDS33,6.67,Regular,0.123620492,Snack Foods,90.0514,OUT049,1999,Medium,Tier 1,Supermarket Type1,1505.3738,25,727.8616383129158
NCC55,10.695,Low Fat,0.06375108,Household,36.7848,OUT035,2004,Small,Tier 2,Supermarket Type1,782.9808,20,576.1030197139969
FDA38,13.42606890459364,Low Fat,0.04461205,Dairy,241.1538,OUT019,1985,Small,Tier 1,Grocery Store,480.7076,39,5393.48564872333
FDK44,16.6,Low Fat,0.122204371,Fruits and Vegetables,173.5738,OUT035,2004,Small,Tier 2,Supermarket Type1,1911.5118,20,1419.195394087755
FDZ57,10.0,Regular,0.037764307,Snack Foods,127.2994,OUT046,1997,Small,Tier 1,Supermarket Type1,642.497,27,3361.989432422466
NCN14,19.1,Low Fat,0.092437711,Others,185.2608,OUT017,2007,Small,Tier 2,Supermarket Type1,1470.0864,17,2002.003269780468
NCB06,17.6,Low Fat,0.137807013,Health and Hygiene,161.792,OUT010,1998,Small,Tier 3,Grocery Store,159.792,26,1173.1963188848126
DRL01,19.5,Regular,0.077292302,Soft Drinks,235.3958,OUT049,1999,Medium,Tier 1,Supermarket Type1,6309.7866,25,3041.591914399962
FDU10,10.1,Regular,0.045763062,Snack Foods,38.4848,OUT049,1999,Medium,Tier 1,Supermarket Type1,633.8416,25,839.1240863944059
NCS38,8.6,Low Fat,0.090558833,Household,112.6176,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.9752,15,1242.2132104877192
FDQ16,19.7,Low Fat,0.041703666,Frozen Foods,109.1912,OUT013,1987,High,Tier 3,Supermarket Type1,1637.868,37,2612.0005838722373
FDS40,15.35,Low Fat,0.014098693,Frozen Foods,37.219,OUT017,2007,Small,Tier 2,Supermarket Type1,805.618,17,2621.2976081671745
FDE36,5.26,Regular,0.042008667,Baking Goods,162.6868,OUT017,2007,Small,Tier 2,Supermarket Type1,3767.0964,17,3863.4991698977315
FDV31,9.8,Low Fat,0.106933748,Fruits and Vegetables,175.337,OUT045,2002,Small,Tier 2,Supermarket Type1,529.311,22,1638.1468768149648
NCD42,16.5,Low Fat,0.012663476,Health and Hygiene,39.3506,OUT045,2002,Small,Tier 2,Supermarket Type1,645.1602,22,3083.062952443363
FDT20,10.5,Low Fat,0.041387618,Fruits and Vegetables,40.1164,OUT035,2004,Small,Tier 2,Supermarket Type1,849.5608,20,966.9487411882744
NCN19,13.1,Low Fat,0.012148836,Others,191.353,OUT018,2009,Medium,Tier 3,Supermarket Type2,1328.271,15,15622.13748310452
FDW21,12.987879554655873,Regular,0.005935001,Snack Foods,98.8358,OUT027,1985,Medium,Tier 3,Supermarket Type3,2010.716,39,16377.097534863708
